"id","city","temperature","humidity","pressure","wind_speed","wind_direction","rain","snow","cloudiness","visibility","description","condition_type","timestamp"
"239","Samarinda","25.79","93","1008","0.92","215","0.63","0","100","10000","light rain","rain","2024-11-04 09:09:09"
"240","Samarinda","24.48","95","1008","1","212","0.18","0","100","10000","light rain","rain","2024-11-04 10:09:10"
"241","Samarinda","24.12","96","1009","1.08","200","0","0","100","10000","overcast clouds","Clouds","2024-11-04 11:09:09"
"242","Samarinda","24.04","97","1010","1.2","188","0","0","100","10000","overcast clouds","Clouds","2024-11-04 12:09:10"
"243","Samarinda","23.98","96","1010","1.01","196","0","0","100","10000","overcast clouds","Clouds","2024-11-04 13:09:09"
"244","Samarinda","24.02","96","1010","0.92","206","0","0","100","10000","overcast clouds","Clouds","2024-11-04 14:09:10"
"245","Samarinda","23.96","96","1010","0.9","216","0","0","100","10000","overcast clouds","Clouds","2024-11-04 15:09:10"
"246","Samarinda","23.86","96","1009","0.98","219","0","0","100","10000","overcast clouds","Clouds","2024-11-04 16:09:09"
"247","Samarinda","23.71","97","1009","1.03","222","0","0","100","10000","overcast clouds","Clouds","2024-11-04 17:09:10"
"248","Samarinda","23.59","97","1008","1.02","219","0","0","100","10000","overcast clouds","Clouds","2024-11-04 18:09:09"
"249","Samarinda","23.2","98","1009","0.93","232","0","0","100","10000","overcast clouds","Clouds","2024-11-04 19:09:10"
"250","Samarinda","23.16","98","1009","1.03","242","0.14","0","100","10000","light rain","rain","2024-11-04 20:09:09"
"251","Samarinda","23.16","98","1009","1.11","235","0.25","0","100","10000","light rain","rain","2024-11-04 21:09:10"
"252","Samarinda","23.18","97","1010","0.97","243","0","0","100","10000","overcast clouds","Clouds","2024-11-04 22:09:10"
"253","Samarinda","23.48","97","1011","0.95","247","0","0","100","10000","overcast clouds","Clouds","2024-11-04 23:09:09"
"254","Samarinda","24.11","95","1011","1.08","252","0","0","100","10000","overcast clouds","Clouds","2024-11-05 00:09:10"
"255","Samarinda","25.38","88","1012","1.31","264","0","0","100","10000","overcast clouds","Clouds","2024-11-05 01:09:09"
"256","Samarinda","28.46","71","1011","1.59","263","0","0","100","10000","overcast clouds","Clouds","2024-11-05 02:09:10"
"257","Samarinda","31.74","56","1010","1.93","233","0","0","92","10000","overcast clouds","Clouds","2024-11-05 03:09:10"
"258","Samarinda","32.18","54","1008","2.32","194","0.22","0","81","10000","light rain","rain","2024-11-05 06:10:38"
"259","Samarinda","29.95","70","1007","2.32","150","0.53","0","98","10000","light rain","rain","2024-11-05 07:10:38"
"260","Samarinda","28.61","75","1007","1.92","162","0.29","0","98","10000","light rain","rain","2024-11-05 08:10:38"
"261","Samarinda","27.78","79","1007","1.81","166","0.3","0","99","10000","light rain","rain","2024-11-05 09:10:38"
"262","Samarinda","25.37","88","1008","1.22","163","0","0","99","10000","overcast clouds","Clouds","2024-11-05 10:10:38"
"263","Samarinda","24.46","92","1009","1.12","178","0","0","99","10000","overcast clouds","Clouds","2024-11-05 11:10:39"
"264","Samarinda","24.12","94","1010","0.84","207","0","0","97","10000","overcast clouds","Clouds","2024-11-05 12:10:38"
"265","Samarinda","24.04","94","1010","0.84","212","0","0","94","10000","overcast clouds","Clouds","2024-11-05 13:10:38"
"266","Samarinda","23.88","95","1011","0.91","208","0","0","93","10000","overcast clouds","Clouds","2024-11-05 14:10:38"
"267","Samarinda","23.51","96","1010","0.57","208","0.46","0","95","10000","light rain","rain","2024-11-05 15:10:38"
"268","Samarinda","23.21","98","1010","0.18","208","0.92","0","96","10000","light rain","rain","2024-11-05 16:10:38"
"269","Samarinda","23.09","99","1009","0.55","270","0.76","0","97","10000","light rain","rain","2024-11-05 17:10:38"
"270","Samarinda","23.11","99","1008","0.24","235","0.76","0","95","10000","light rain","rain","2024-11-05 18:10:38"
"271","Samarinda","22.98","99","1008","0.63","301","0.84","0","100","8177","light rain","rain","2024-11-05 19:10:38"
"272","Samarinda","22.82","99","1009","0.84","305","1.44","0","100","10000","moderate rain","rain","2024-11-05 20:10:38"
"273","Samarinda","22.69","100","1009","0.9","314","1.51","0","100","10000","moderate rain","rain","2024-11-05 21:10:38"
"274","Samarinda","22.71","99","1010","0.89","302","0.82","0","100","10000","light rain","rain","2024-11-05 22:10:38"
"275","Samarinda","23.89","97","1011","0.8","302","0.3","0","100","10000","light rain","rain","2024-11-05 23:10:38"
"276","Samarinda","25.28","93","1012","1.41","305","0.39","0","100","10000","light rain","rain","2024-11-06 00:10:38"
"277","Samarinda","26.66","89","1012","1.71","299","1.06","0","100","10000","moderate rain","rain","2024-11-06 01:10:38"
"278","Samarinda","28.91","74","1012","1.76","288","0.23","0","100","10000","light rain","rain","2024-11-06 02:10:38"
"279","Samarinda","31.54","59","1011","1.65","284","0","0","100","10000","overcast clouds","Clouds","2024-11-06 03:10:38"
"280","Samarinda","33.01","51","1009","1.74","282","0","0","100","10000","overcast clouds","Clouds","2024-11-06 04:10:38"
"281","Samarinda","33.86","49","1008","1.37","272","0.18","0","97","10000","light rain","rain","2024-11-06 05:10:38"
"282","Samarinda","32.87","51","1007","1.89","281","0","0","94","10000","overcast clouds","Clouds","2024-11-06 06:10:38"
"283","Samarinda","28.68","73","1007","0.56","258","0.31","0","100","8832","light rain","rain","2024-11-06 07:10:39"
"284","Samarinda","27.96","78","1007","1.04","179","0.4","0","99","10000","light rain","rain","2024-11-06 08:10:38"
"285","Samarinda","28.09","83","1007","1.31","170","0","0","92","10000","overcast clouds","Clouds","2024-11-06 09:10:38"
"286","Samarinda","25.74","92","1008","1.21","168","0","0","87","10000","overcast clouds","Clouds","2024-11-06 10:10:38"
"287","Samarinda","24.86","95","1009","0.75","156","0","0","78","10000","broken clouds","Clouds","2024-11-06 11:10:38"
"288","Samarinda","24.57","95","1010","0.58","168","0","0","71","10000","broken clouds","Clouds","2024-11-06 12:10:38"
"289","Samarinda","24.36","95","1010","0.51","188","0","0","74","10000","broken clouds","Clouds","2024-11-06 13:10:38"
"290","Samarinda","24.17","96","1011","0.78","206","0","0","76","10000","broken clouds","Clouds","2024-11-06 14:10:38"
"291","Samarinda","23.98","96","1011","0.95","214","0","0","75","10000","broken clouds","Clouds","2024-11-06 15:10:38"
"292","Samarinda","23.8","96","1010","0.98","230","0","0","70","10000","broken clouds","Clouds","2024-11-06 16:10:38"
"293","Samarinda","23.64","97","1010","0.94","227","0","0","65","10000","broken clouds","Clouds","2024-11-06 17:10:38"
"294","Samarinda","23.54","97","1009","0.74","222","0","0","98","10000","overcast clouds","Clouds","2024-11-06 18:10:38"
"295","Samarinda","23.25","98","1009","0.75","216","0.58","0","86","10000","light rain","rain","2024-11-06 19:10:38"
"296","Samarinda","22.98","99","1009","0.52","210","1.66","0","93","9252","moderate rain","rain","2024-11-06 20:10:38"
"297","Samarinda","22.8","99","1010","0.51","237","2.3","0","95","5432","moderate rain","rain","2024-11-06 21:10:38"
"298","Samarinda","22.77","99","1010","0.74","243","1.59","0","97","10000","moderate rain","rain","2024-11-06 22:10:38"
"299","Samarinda","23.78","98","1011","0.59","261","0.44","0","97","10000","light rain","rain","2024-11-06 23:10:38"
"300","Samarinda","25.79","90","1012","0.92","263","0","0","97","10000","overcast clouds","Clouds","2024-11-07 00:10:38"
"301","Samarinda","28.46","76","1012","0.91","246","0","0","96","10000","overcast clouds","Clouds","2024-11-07 01:10:38"
"302","Samarinda","30.93","63","1011","0.93","212","0.31","0","95","10000","light rain","rain","2024-11-07 02:10:39"
"303","Samarinda","31.04","65","1010","0.68","198","0.86","0","97","10000","light rain","rain","2024-11-07 03:10:39"
"304","Samarinda","29.7","75","1010","0.47","190","1.46","0","98","10000","moderate rain","rain","2024-11-07 04:10:39"
"305","Samarinda","29.83","75","1009","1.1","207","0.82","0","98","10000","light rain","rain","2024-11-07 05:10:38"
"306","Samarinda","29.41","79","1008","0.95","204","1.6","0","98","10000","moderate rain","rain","2024-11-07 06:10:40"
"307","Samarinda","28.88","81","1008","0.52","195","1.77","0","100","10000","moderate rain","rain","2024-11-07 07:10:38"
"308","Samarinda","28.63","84","1007","0.21","196","0.79","0","100","10000","light rain","rain","2024-11-07 08:10:38"
"309","Samarinda","28.02","87","1007","0.39","136","0.28","0","96","10000","light rain","rain","2024-11-07 09:10:38"
"310","Samarinda","25.76","92","1008","0.6","117","0.17","0","82","10000","light rain","rain","2024-11-07 10:10:39"
"311","Samarinda","25","94","1009","0.53","115","0","0","71","10000","broken clouds","Clouds","2024-11-07 11:10:38"
"312","Samarinda","24.23","96","1010","1.03","154","0.27","0","50","10000","light rain","rain","2024-11-07 12:10:38"
"313","Samarinda","23.96","97","1011","0.88","158","0.15","0","5","10000","light rain","rain","2024-11-07 13:10:39"
"314","Samarinda","23.8","97","1011","0.88","169","0","0","9","10000","clear sky","Clear","2024-11-07 14:10:39"
"315","Samarinda","23.66","97","1011","0.8","179","0","0","11","10000","few clouds","Clouds","2024-11-07 15:10:38"
"316","Samarinda","23.52","97","1010","0.79","194","0","0","14","10000","few clouds","Clouds","2024-11-07 16:10:39"
"317","Samarinda","23.41","97","1009","0.52","183","0","0","18","10000","few clouds","Clouds","2024-11-07 17:10:39"
"318","Samarinda","23.14","97","1009","0.14","159","0","0","18","10000","few clouds","Clouds","2024-11-07 18:10:38"
"319","Samarinda","23.03","97","1009","0.04","159","0","0","29","10000","scattered clouds","Clouds","2024-11-07 19:10:38"
"320","Samarinda","22.95","97","1009","0.33","254","0","0","52","10000","broken clouds","Clouds","2024-11-07 20:10:39"
"321","Samarinda","22.87","98","1010","0.37","278","0","0","54","10000","broken clouds","Clouds","2024-11-07 21:10:38"
"322","Samarinda","22.84","98","1011","0.56","313","0","0","43","10000","scattered clouds","Clouds","2024-11-07 22:10:39"
"323","Samarinda","24.48","92","1011","0.44","275","0","0","37","10000","scattered clouds","Clouds","2024-11-07 23:10:39"
"324","Samarinda","26.93","82","1012","1.01","279","0","0","43","10000","scattered clouds","Clouds","2024-11-08 00:10:39"
"325","Samarinda","29.48","70","1012","1.16","254","0.15","0","63","10000","light rain","rain","2024-11-08 01:10:38"
"326","Samarinda","31.61","60","1011","1.19","246","0","0","80","10000","broken clouds","Clouds","2024-11-08 02:10:39"
"327","Samarinda","31.96","61","1010","0.76","273","0.68","0","86","10000","light rain","rain","2024-11-08 03:10:39"
"328","Samarinda","31.53","65","1009","1.1","319","0.73","0","83","10000","light rain","rain","2024-11-08 04:10:39"
"329","Samarinda","33.2","56","1008","0.93","282","0.15","0","81","10000","light rain","rain","2024-11-08 05:10:39"
"330","Samarinda","30.86","68","1007","0.61","117","0.18","0","78","10000","light rain","rain","2024-11-08 06:10:39"
"331","Samarinda","28.94","79","1007","1","138","0.57","0","100","8611","light rain","rain","2024-11-08 07:10:39"
"332","Samarinda","27.71","89","1007","1.25","127","1.17","0","99","10000","moderate rain","rain","2024-11-08 08:10:39"
"333","Samarinda","27.4","91","1007","1.22","121","0.61","0","92","10000","light rain","rain","2024-11-08 09:10:39"
"334","Samarinda","25.61","95","1008","1.02","118","0.21","0","92","10000","light rain","rain","2024-11-08 10:10:39"
"335","Samarinda","24.87","96","1009","0.97","106","0","0","93","10000","overcast clouds","Clouds","2024-11-08 11:10:39"
"336","Samarinda","24.33","97","1010","0.82","86","0.6","0","94","10000","light rain","rain","2024-11-08 12:10:39"
"337","Samarinda","23.69","97","1011","0.51","96","0.72","0","100","10000","light rain","rain","2024-11-08 13:10:39"
"338","Samarinda","23.66","97","1011","0.26","97","0.33","0","97","10000","light rain","rain","2024-11-08 14:10:39"
"339","Samarinda","23.55","97","1011","0.13","83","0.13","0","97","10000","light rain","rain","2024-11-08 15:10:39"
"340","Samarinda","23.48","98","1010","0.2","179","0","0","94","10000","overcast clouds","Clouds","2024-11-08 16:10:39"
"341","Samarinda","23.4","98","1010","0.13","175","0","0","93","10000","overcast clouds","Clouds","2024-11-08 17:10:39"
"342","Samarinda","23.32","98","1009","0.09","233","0","0","91","10000","overcast clouds","Clouds","2024-11-08 18:10:39"
"343","Samarinda","23.21","98","1009","0.1","304","0","0","100","10000","overcast clouds","Clouds","2024-11-08 19:10:39"
"344","Samarinda","23.18","98","1009","0.1","29","0","0","99","10000","overcast clouds","Clouds","2024-11-08 20:10:39"
"345","Samarinda","23.12","98","1009","0.13","321","0","0","95","10000","overcast clouds","Clouds","2024-11-08 21:10:39"
"346","Samarinda","23.08","98","1010","0.17","297","0","0","96","10000","overcast clouds","Clouds","2024-11-08 22:10:39"
"347","Samarinda","24.53","95","1011","0.14","283","0","0","97","10000","overcast clouds","Clouds","2024-11-08 23:10:39"
"348","Samarinda","26.31","92","1011","0.42","132","1.2","0","87","10000","moderate rain","rain","2024-11-09 00:10:39"
"349","Samarinda","27.72","87","1011","0.83","93","1.81","0","15","10000","moderate rain","rain","2024-11-09 01:10:39"
"350","Samarinda","29.63","73","1011","0.91","87","0.41","0","50","10000","light rain","rain","2024-11-09 02:10:39"
"351","Samarinda","31.71","62","1010","0.86","85","0.33","0","40","10000","light rain","rain","2024-11-09 03:10:39"
"352","Samarinda","29.65","77","1010","1.08","60","1.73","0","47","9041","moderate rain","rain","2024-11-09 04:10:39"
"353","Samarinda","30.46","72","1009","0.68","86","0.97","0","55","10000","light rain","rain","2024-11-09 05:10:39"
"354","Samarinda","30.05","74","1008","1.02","110","1.12","0","60","10000","moderate rain","rain","2024-11-09 06:10:39"
"355","Samarinda","30.57","70","1007","1.06","132","0.59","0","34","10000","light rain","rain","2024-11-09 07:10:39"
"356","Samarinda","30.75","66","1007","1.14","130","0.2","0","34","10000","light rain","rain","2024-11-09 08:10:39"
"357","Samarinda","29.7","73","1007","1.03","117","0","0","32","10000","scattered clouds","Clouds","2024-11-09 09:10:39"
"358","Samarinda","26.6","85","1008","0.88","107","0","0","27","10000","scattered clouds","Clouds","2024-11-09 10:10:39"
"359","Samarinda","25.52","88","1009","0.92","93","0","0","26","10000","scattered clouds","Clouds","2024-11-09 11:10:39"
"360","Samarinda","24.84","90","1010","0.91","85","0","0","37","10000","scattered clouds","Clouds","2024-11-09 12:10:39"
"361","Samarinda","24.39","92","1011","0.82","73","0.16","0","90","10000","light rain","rain","2024-11-09 13:10:39"
"362","Samarinda","24.19","93","1011","0.38","84","0.23","0","93","10000","light rain","rain","2024-11-09 14:10:39"
"363","Samarinda","23.98","94","1011","0.37","25","0","0","95","10000","overcast clouds","Clouds","2024-11-09 15:10:39"
"364","Samarinda","23.78","95","1010","0.11","89","0","0","94","10000","overcast clouds","Clouds","2024-11-09 16:10:39"
"365","Samarinda","23.62","95","1010","0.12","342","0.2","0","95","10000","light rain","rain","2024-11-09 17:10:39"
"366","Samarinda","23.52","96","1009","0.15","209","0.11","0","93","10000","light rain","rain","2024-11-09 18:10:39"
"367","Samarinda","23.35","97","1009","0.15","297","0.11","0","83","10000","light rain","rain","2024-11-09 19:10:39"
"368","Samarinda","23.25","97","1009","0.32","349","0","0","76","10000","broken clouds","Clouds","2024-11-09 20:10:39"
"369","Samarinda","23.21","97","1009","0.48","7","0","0","67","10000","broken clouds","Clouds","2024-11-09 21:10:39"
"370","Samarinda","23.2","97","1010","0.46","343","0","0","67","10000","broken clouds","Clouds","2024-11-09 22:10:39"
"371","Samarinda","24.75","93","1011","0.28","332","0","0","70","10000","broken clouds","Clouds","2024-11-09 23:10:39"
"372","Samarinda","26.5","88","1011","0.95","353","0.57","0","86","10000","light rain","rain","2024-11-10 00:10:39"
"373","Samarinda","28.04","82","1011","1.17","20","1.44","0","100","10000","moderate rain","rain","2024-11-10 01:10:39"
"374","Samarinda","29.5","72","1011","1.41","55","0.6","0","100","10000","light rain","rain","2024-11-10 02:10:39"
"375","Samarinda","32.1","57","1010","1.42","70","0.26","0","100","10000","light rain","rain","2024-11-10 03:10:39"
"376","Samarinda","31.89","58","1009","1.26","103","0.36","0","100","10000","light rain","rain","2024-11-10 04:10:39"
"377","Samarinda","31.07","64","1008","1.46","134","0.66","0","100","10000","light rain","rain","2024-11-10 05:10:39"
"378","Samarinda","30.31","68","1007","1.87","134","0.71","0","98","10000","light rain","rain","2024-11-10 06:10:39"
"379","Samarinda","30.26","70","1007","1.45","128","0.6","0","55","10000","light rain","rain","2024-11-10 07:10:39"
"380","Samarinda","29.76","72","1006","1.26","120","0.43","0","50","10000","light rain","rain","2024-11-10 08:10:39"
"381","Samarinda","28.97","77","1007","1.18","99","0.19","0","44","10000","light rain","rain","2024-11-10 09:10:39"
"382","Samarinda","26.26","87","1007","0.99","85","0","0","40","10000","scattered clouds","Clouds","2024-11-10 10:10:39"
"383","Samarinda","25.22","90","1008","1.01","80","0","0","37","10000","scattered clouds","Clouds","2024-11-10 11:10:39"
"384","Samarinda","24.58","91","1009","1.1","73","0","0","24","10000","few clouds","Clouds","2024-11-10 12:10:39"
"385","Samarinda","24.36","92","1010","1.07","98","0","0","50","10000","scattered clouds","Clouds","2024-11-10 13:10:39"
"386","Samarinda","24.27","92","1010","0.5","120","0.16","0","60","10000","light rain","rain","2024-11-10 14:10:39"
"387","Samarinda","24.17","93","1010","0.54","154","0.3","0","52","10000","light rain","rain","2024-11-10 15:10:39"
"388","Samarinda","24.01","94","1009","0.62","197","0.25","0","48","10000","light rain","rain","2024-11-10 16:10:39"
"389","Samarinda","23.33","98","1009","0.35","267","2.07","0","56","9145","moderate rain","rain","2024-11-10 17:10:39"
"390","Samarinda","23.03","95","1009","0.75","253","1.15","0","70","10000","moderate rain","rain","2024-11-10 18:10:38"
"391","Samarinda","22.84","96","1008","0.88","239","1.28","0","100","10000","moderate rain","rain","2024-11-10 19:10:38"
"392","Samarinda","22.42","99","1009","0.76","232","2.53","0","100","6724","moderate rain","rain","2024-11-10 20:10:38"
"393","Samarinda","22.42","99","1009","0.56","201","1.06","0","100","8208","moderate rain","rain","2024-11-10 21:10:38"
"394","Samarinda","22.47","99","1009","0.55","218","0.83","0","100","10000","light rain","rain","2024-11-10 22:10:38"
"395","Samarinda","23.75","97","1010","0.2","238","0","0","100","10000","overcast clouds","Clouds","2024-11-10 23:10:38"
"396","Samarinda","25.62","89","1011","0.21","231","0","0","98","10000","overcast clouds","Clouds","2024-11-11 00:10:38"
"397","Samarinda","28.48","76","1011","0.08","118","0","0","98","10000","overcast clouds","Clouds","2024-11-11 01:10:38"
"398","Samarinda","31.55","61","1011","0.7","56","0","0","99","10000","overcast clouds","Clouds","2024-11-11 02:10:38"
"399","Samarinda","33.29","53","1010","0.83","37","0","0","98","10000","overcast clouds","Clouds","2024-11-11 03:10:38"
"400","Samarinda","32.3","59","1008","0.63","110","0.55","0","98","10000","light rain","rain","2024-11-11 04:10:38"
"401","Samarinda","30.36","73","1008","1.16","184","1.05","0","97","8201","moderate rain","rain","2024-11-11 05:10:38"
"402","Samarinda","28.36","85","1008","1.2","152","2.89","0","100","9306","moderate rain","rain","2024-11-11 06:10:38"
"403","Samarinda","27.93","87","1007","1.05","145","2.67","0","100","10000","moderate rain","rain","2024-11-11 07:10:38"
"404","Samarinda","27.64","90","1007","0.41","137","1.69","0","100","10000","moderate rain","rain","2024-11-11 08:10:38"
"405","Samarinda","26.78","94","1007","0.38","153","0.5","0","100","10000","light rain","rain","2024-11-11 09:10:38"
"406","Samarinda","25.41","95","1008","0.31","95","0.16","0","100","10000","light rain","rain","2024-11-11 10:10:38"
"407","Samarinda","24.83","96","1008","0.34","137","0","0","100","10000","overcast clouds","Clouds","2024-11-11 11:10:38"
"408","Samarinda","24.37","97","1009","0.06","321","0.25","0","100","10000","light rain","rain","2024-11-11 12:10:38"
"409","Samarinda","23.92","98","1010","0.35","88","1.13","0","100","10000","moderate rain","rain","2024-11-11 13:10:38"
"410","Samarinda","23.75","98","1010","0.2","124","1.54","0","95","10000","moderate rain","rain","2024-11-11 14:10:38"
"411","Samarinda","23.73","98","1010","0.15","274","0.1","0","95","10000","light rain","rain","2024-11-11 15:10:38"
"412","Samarinda","23.63","98","1009","0.17","178","0","0","92","10000","overcast clouds","Clouds","2024-11-11 16:10:38"
"413","Samarinda","23.51","98","1009","0.08","15","0","0","90","10000","overcast clouds","Clouds","2024-11-11 17:10:38"
"414","Samarinda","23.39","98","1009","0.32","135","0","0","88","10000","overcast clouds","Clouds","2024-11-11 18:10:38"
"415","Samarinda","23.4","98","1009","0.27","139","0","0","100","10000","overcast clouds","Clouds","2024-11-11 19:10:38"
"416","Samarinda","23.41","98","1009","0.39","158","0","0","99","10000","overcast clouds","Clouds","2024-11-11 20:10:38"
"417","Samarinda","23.15","98","1009","0.25","141","0","0","90","10000","overcast clouds","Clouds","2024-11-11 21:10:38"
"418","Samarinda","23.1","98","1010","0.37","144","0","0","93","10000","overcast clouds","Clouds","2024-11-11 22:10:38"
"419","Samarinda","24.32","96","1011","0.45","141","0.17","0","94","10000","light rain","rain","2024-11-11 23:10:38"
"420","Samarinda","26.51","87","1011","0.65","191","0.19","0","83","10000","light rain","rain","2024-11-12 00:10:38"
"421","Samarinda","28.27","80","1011","0.81","163","1.02","0","85","10000","moderate rain","rain","2024-11-12 01:10:38"
"422","Samarinda","29.6","72","1011","1.06","162","0.31","0","92","10000","light rain","rain","2024-11-12 02:10:38"
"423","Samarinda","32.08","59","1010","1.04","169","0","0","81","10000","broken clouds","Clouds","2024-11-12 03:10:38"
"424","Samarinda","31.63","63","1009","1.62","150","0.61","0","80","10000","light rain","rain","2024-11-12 04:10:38"
"425","Samarinda","30.06","78","1008","1.41","155","1.44","0","81","10000","moderate rain","rain","2024-11-12 05:10:38"
"426","Samarinda","29.23","82","1007","0.8","173","2.07","0","81","6347","moderate rain","rain","2024-11-12 06:10:38"
"427","Samarinda","27.63","89","1006","0.15","357","2.33","0","98","9329","moderate rain","rain","2024-11-12 07:10:38"
"428","Samarinda","26.15","94","1006","0.81","333","1.23","0","91","10000","moderate rain","rain","2024-11-12 08:10:38"
"429","Samarinda","26.1","94","1007","0.61","340","0.51","0","84","10000","light rain","rain","2024-11-12 09:10:38"
"430","Samarinda","24.88","96","1007","0.06","133","0.27","0","77","10000","light rain","rain","2024-11-12 10:10:38"
"431","Samarinda","24.36","97","1008","0.51","161","0.11","0","80","10000","light rain","rain","2024-11-12 11:10:38"
"432","Samarinda","24.45","97","1010","1.01","150","0","0","69","10000","broken clouds","Clouds","2024-11-12 12:10:38"
"433","Samarinda","24.08","97","1010","0.74","149","0.38","0","74","10000","light rain","rain","2024-11-12 13:10:38"
"434","Samarinda","23.89","97","1010","0.51","166","0.53","0","74","10000","light rain","rain","2024-11-12 14:10:38"
"435","Samarinda","23.73","98","1010","0.53","187","0","0","80","10000","broken clouds","Clouds","2024-11-12 15:10:38"
"436","Samarinda","23.58","98","1009","0.53","190","0","0","85","10000","overcast clouds","Clouds","2024-11-12 16:10:38"
"437","Samarinda","23.43","98","1008","0.46","183","0","0","87","10000","overcast clouds","Clouds","2024-11-12 17:10:38"
"438","Samarinda","23.16","99","1008","0.28","190","0.38","0","74","10000","light rain","rain","2024-11-12 18:10:38"
"439","Samarinda","23","99","1008","0.27","148","0.73","0","45","10000","light rain","rain","2024-11-12 19:10:38"
"440","Samarinda","22.96","99","1008","0.37","176","0.23","0","48","10000","light rain","rain","2024-11-12 20:10:38"
"441","Samarinda","22.95","99","1009","0.5","193","0","0","52","10000","broken clouds","Clouds","2024-11-12 21:10:38"
"442","Samarinda","22.97","99","1009","0.33","189","0","0","58","10000","broken clouds","Clouds","2024-11-12 22:10:38"
"443","Samarinda","24.27","97","1010","0.22","197","0","0","59","10000","broken clouds","Clouds","2024-11-12 23:10:38"
"444","Samarinda","26.84","87","1010","0.47","203","0","0","58","10000","broken clouds","Clouds","2024-11-13 00:10:38"
"445","Samarinda","29.66","72","1010","0.58","209","0","0","27","10000","scattered clouds","Clouds","2024-11-13 01:10:38"
"446","Samarinda","32.15","59","1010","0.44","203","0","0","34","10000","scattered clouds","Clouds","2024-11-13 02:10:38"
"447","Samarinda","33.95","51","1009","0.48","203","0","0","36","10000","scattered clouds","Clouds","2024-11-13 03:10:38"
"448","Samarinda","34.2","51","1007","1.23","159","0.2","0","40","10000","light rain","rain","2024-11-13 03:50:33"
"449","Samarinda","31.93","62","1007","2.08","136","0.59","0","44","10000","light rain","rain","2024-11-13 04:50:33"
"450","Samarinda","27.92","86","1006","1.49","118","1.35","0","50","7677","moderate rain","rain","2024-11-13 05:50:33"
"451","Samarinda","28.98","83","1006","0.98","122","1.52","0","70","10000","moderate rain","rain","2024-11-13 06:50:33"
"452","Samarinda","28.77","86","1006","0.69","119","1.52","0","69","9497","moderate rain","rain","2024-11-13 07:50:33"
"453","Samarinda","27.65","90","1007","0.77","93","1.2","0","70","10000","moderate rain","rain","2024-11-13 08:50:33"
"454","Samarinda","25.26","94","1007","0.78","96","0.67","0","78","10000","light rain","rain","2024-11-13 09:50:33"
"455","Samarinda","24.58","96","1008","0.78","104","0","0","82","10000","broken clouds","Clouds","2024-11-13 10:50:33"
"456","Samarinda","23.99","97","1009","0.86","110","0.65","0","95","10000","light rain","rain","2024-11-13 11:50:33"
"457","Samarinda","23.71","98","1010","0.72","108","0.62","0","75","10000","light rain","rain","2024-11-13 12:50:33"
"458","Samarinda","23.36","98","1010","0.36","114","1.08","0","72","10000","moderate rain","rain","2024-11-13 13:50:33"
"459","Samarinda","23.41","98","1010","0.38","56","0.35","0","77","10000","light rain","rain","2024-11-13 14:50:33"
"460","Samarinda","23.29","98","1009","0.32","66","0.18","0","69","10000","light rain","rain","2024-11-13 15:50:33"
"461","Samarinda","23.23","98","1008","0.06","188","0","0","72","10000","broken clouds","Clouds","2024-11-13 16:50:33"
"462","Samarinda","23.17","98","1008","0.18","292","0","0","58","10000","broken clouds","Clouds","2024-11-13 17:50:33"
"463","Samarinda","23.05","99","1008","0.06","197","0","0","49","10000","scattered clouds","Clouds","2024-11-13 18:50:33"
"464","Samarinda","22.96","99","1008","0.11","220","0","0","44","10000","scattered clouds","Clouds","2024-11-13 19:50:33"
"465","Samarinda","22.91","99","1008","0.27","282","0","0","60","10000","broken clouds","Clouds","2024-11-13 20:50:33"
"466","Samarinda","22.9","98","1009","0.27","310","0","0","66","10000","broken clouds","Clouds","2024-11-13 21:50:33"
"467","Samarinda","24.14","96","1010","0.05","242","0","0","73","10000","broken clouds","Clouds","2024-11-13 22:50:33"
"468","Samarinda","25.81","91","1010","0.09","355","0","0","81","10000","broken clouds","Clouds","2024-11-13 23:50:33"
"469","Samarinda","26.89","87","1010","0.17","140","0.69","0","100","10000","light rain","rain","2024-11-14 00:50:33"
"470","Samarinda","29.13","74","1010","0.4","39","0.4","0","100","10000","light rain","rain","2024-11-14 01:50:33"
"471","Samarinda","31.16","62","1009","1.34","31","0.24","0","100","10000","light rain","rain","2024-11-14 02:50:33"
"472","Samarinda","30.47","69","1008","1.47","35","0.92","0","100","8536","light rain","rain","2024-11-14 03:50:33"
"473","Samarinda","28.95","83","1008","1.55","48","1.87","0","100","5767","moderate rain","rain","2024-11-14 04:50:33"
"474","Samarinda","28.41","85","1007","1.44","49","2.33","0","99","6900","moderate rain","rain","2024-11-14 05:50:33"
"475","Samarinda","28.67","82","1006","0.99","75","2.59","0","90","10000","moderate rain","rain","2024-11-14 06:50:33"
"476","Samarinda","29.13","78","1006","0.73","97","0.82","0","85","10000","light rain","rain","2024-11-14 07:50:33"
"477","Samarinda","28.2","84","1006","0.82","103","0.62","0","77","10000","light rain","rain","2024-11-14 08:50:33"
"478","Samarinda","25.61","91","1007","0.8","76","0.17","0","70","10000","light rain","rain","2024-11-14 09:50:33"
"479","Samarinda","24.74","93","1008","0.94","67","0","0","68","10000","broken clouds","Clouds","2024-11-14 10:50:33"
"480","Samarinda","24.39","94","1009","0.9","52","0","0","62","10000","broken clouds","Clouds","2024-11-14 11:50:33"
