temperature,humidity,pressure,wind_speed,wind_direction,rain,cloudiness,description,condition_type,timestamp
24.61,96,1009,0.69,281,2.05,100,6,1,2024-12-05 01:50:33
25.42,92,1009,1.21,280,0.18,100,4,1,2024-12-05 02:50:33
26.3,86,1008,1.6,280,1.19,100,6,1,2024-12-05 03:50:33
28.77,71,1006,0.6,327,2.05,100,6,1,2024-12-05 06:50:33
25.82,90,1006,1.41,37,2.73,100,6,1,2024-12-05 07:50:33
24.7,96,1006,1.97,34,0.42,100,4,1,2024-12-05 08:50:33
23.8,98,1007,2.15,41,0.27,100,4,1,2024-12-05 09:50:33
23.6,99,1008,1.62,39,0.49,100,4,1,2024-12-05 10:50:33
23.49,99,1009,1.19,46,0.5,100,4,1,2024-12-05 11:50:33
23.4,100,1010,0.65,76,0.33,100,4,1,2024-12-05 12:50:33
23.59,99,1009,0.28,243,0.27,100,4,1,2024-12-05 13:50:33
23.32,99,1008,0.72,304,0.13,100,4,1,2024-12-05 16:50:33
23.26,99,1007,0.93,315,0.32,100,4,1,2024-12-05 17:50:33
22.83,99,1007,0.84,279,0.24,100,4,1,2024-12-05 19:50:33
22.7,99,1008,0.94,294,0.37,97,4,1,2024-12-05 20:50:33
23.64,99,1008,0.66,53,0.11,100,4,1,2024-12-06 12:50:33
23.74,98,1009,0.36,289,0.56,100,4,1,2024-12-06 13:50:33
23.8,97,1009,0.87,263,0.75,100,4,1,2024-12-06 14:50:33
23.75,98,1008,0.81,249,2.19,100,6,1,2024-12-06 15:50:33
23.52,99,1008,0.73,251,0.33,100,4,1,2024-12-06 16:50:33
23.44,99,1008,0.93,300,2.05,100,6,1,2024-12-06 17:50:33
23.3,99,1007,0.84,306,7.49,100,7,1,2024-12-06 18:50:33
23.15,99,1008,0.86,273,11.89,100,7,1,2024-12-06 19:50:33
22.98,99,1008,0.53,289,3.16,100,6,1,2024-12-06 20:50:33
25.86,89,1006,0.76,343,0.37,100,4,1,2024-12-07 08:50:34
23.7,96,1007,1.14,351,0.97,100,4,1,2024-12-07 17:50:34
27.72,84,1007,0.45,252,0.39,100,4,1,2024-12-08 03:50:34
28.75,86,1004,1.13,198,1.19,99,6,1,2024-12-09 06:50:34
27.11,94,1004,1.36,169,1.25,71,6,1,2024-12-09 08:50:34
25.41,96,1005,1.29,151,1.12,78,6,1,2024-12-09 09:50:34
